stance,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
Strong Agreement,9,98.75,50.0,1.0,25.77,4.5,22.22,44.44,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,22.22,0.0,22.22,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,33.33,22.22,11.11,0.0,0.0,0.0,0.0
Strong Agreement,20,8.19,69.14,74.76,1.0,10.0,20.0,95.0,70.0,25.0,15.0,5.0,0.0,0.0,10.0,10.0,0.0,20.0,10.0,15.0,10.0,0.0,15.0,10.0,0.0,10.0,0.0,0.0,15.0,5.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,20.0,5.0,5.0,5.0,0.0,0.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0
Weak Agreement,1,92.84,50.0,1.0,25.77,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0
Weak Agreement,4,1.0,50.0,1.0,99.0,4.0,0.0,100.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,7,92.84,50.0,13.15,99.0,7.0,28.57,71.43,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,14.29,14.29,0.0,0.0,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,14.29,14.29,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,28.57,0.0,14.29,0.0,0.0,0.0,14.29
Strong Agreement,39,23.17,84.75,3.7,73.64,7.8,30.77,82.05,43.59,12.82,7.69,0.0,5.13,0.0,0.0,5.13,5.13,5.13,10.26,10.26,5.13,2.56,17.95,5.13,2.56,2.56,2.56,5.13,7.69,5.13,2.56,0.0,10.26,0.0,12.82,0.0,5.13,0.0,0.0,2.56,5.13,2.56,2.56,2.56,10.26,2.56,0.0,5.13,0.0,0.0,12.82,5.13,5.13,2.56,2.56,0.0,2.56,0.0,33.33,20.51,0.0,0.0,2.56,5.13,5.13
Weak Agreement,2,92.84,50.0,1.0,99.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,300.0,0.0,0.0
Strong Agreement,8,1.8,99.0,1.0,99.0,8.0,25.0,75.0,50.0,25.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0
Strong Agreement,39,95.02,69.6,8.65,73.64,13.0,25.64,64.1,35.9,7.69,0.0,0.0,0.0,0.0,0.0,7.69,7.69,12.82,5.13,0.0,2.56,2.56,12.82,5.13,2.56,0.0,7.69,0.0,2.56,2.56,0.0,0.0,10.26,0.0,5.13,2.56,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,15.38,5.13,2.56,5.13,5.13,0.0,10.26,2.56,7.69,2.56,2.56,2.56,2.56,7.69,35.9,12.82,0.0,0.0,0.0,0.0,20.51
Weak Disagreement,48,76.43,41.76,74.76,25.77,16.0,22.92,72.92,47.92,8.33,6.25,4.17,0.0,0.0,0.0,2.08,8.33,10.42,10.42,6.25,2.08,2.08,16.67,0.0,0.0,0.0,4.17,2.08,0.0,0.0,0.0,0.0,6.25,2.08,8.33,2.08,0.0,0.0,2.08,2.08,4.17,0.0,0.0,0.0,4.17,2.08,2.08,0.0,0.0,6.25,6.25,2.08,14.58,4.17,6.25,4.17,0.0,2.08,25.0,8.33,2.08,0.0,0.0,0.0,8.33
Weak Agreement,14,97.54,1.67,89.63,1.0,14.0,35.71,85.71,57.14,7.14,7.14,0.0,0.0,0.0,7.14,0.0,7.14,28.57,0.0,7.14,0.0,14.29,0.0,21.43,14.29,0.0,0.0,14.29,7.14,0.0,7.14,0.0,7.14,0.0,35.71,0.0,7.14,0.0,7.14,7.14,14.29,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,14.29,0.0,14.29,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0
Weak Disagreement,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Neutral,28,83.0,92.33,1.0,99.0,9.33,21.43,75.0,35.71,7.14,7.14,0.0,0.0,3.57,3.57,0.0,10.71,3.57,3.57,0.0,10.71,0.0,10.71,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,14.29,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,3.57,0.0,7.14,0.0,0.0,10.71,0.0,7.14,3.57,3.57,0.0,7.14,0.0,14.29,7.14,0.0,0.0,7.14,0.0,0.0
Strong Agreement,17,92.84,27.83,6.2,98.87,17.0,17.65,76.47,41.18,11.76,5.88,5.88,0.0,0.0,0.0,5.88,11.76,11.76,5.88,0.0,0.0,5.88,11.76,0.0,0.0,5.88,0.0,0.0,5.88,5.88,0.0,0.0,5.88,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,11.76,11.76,0.0,5.88,0.0,0.0,5.88,0.0,0.0,11.76,0.0,5.88,0.0,5.88,0.0,0.0,0.0,29.41,5.88,0.0,0.0,0.0,5.88,5.88
Strong Agreement,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Weak Agreement,43,48.77,99.0,21.56,69.6,43.0,18.6,86.05,51.16,13.95,13.95,0.0,11.63,0.0,2.33,0.0,4.65,11.63,11.63,2.33,9.3,0.0,13.95,0.0,0.0,0.0,2.33,2.33,6.98,4.65,2.33,0.0,20.93,0.0,6.98,0.0,0.0,0.0,0.0,2.33,4.65,0.0,0.0,0.0,20.93,6.98,6.98,9.3,4.65,0.0,9.3,6.98,11.63,0.0,4.65,6.98,6.98,2.33,9.3,0.0,0.0,0.0,2.33,0.0,4.65
Weak Disagreement,39,49.96,77.92,46.75,99.0,19.5,28.21,92.31,38.46,5.13,5.13,0.0,2.56,0.0,2.56,0.0,2.56,10.26,10.26,5.13,7.69,5.13,25.64,0.0,0.0,0.0,2.56,5.13,10.26,10.26,0.0,0.0,10.26,0.0,28.21,10.26,7.69,5.13,0.0,5.13,0.0,5.13,2.56,0.0,7.69,0.0,5.13,0.0,2.56,5.13,23.08,0.0,15.38,5.13,10.26,0.0,2.56,0.0,23.08,2.56,15.38,0.0,0.0,2.56,2.56
Strong Disagreement,1,92.84,99.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,8,92.84,99.0,74.76,25.77,8.0,0.0,62.5,50.0,25.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,25.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0
Neutral,15,3.09,74.76,82.75,1.0,5.0,6.67,73.33,60.0,13.33,6.67,0.0,0.0,0.0,0.0,6.67,0.0,6.67,13.33,20.0,0.0,6.67,20.0,0.0,0.0,0.0,13.33,0.0,6.67,0.0,6.67,6.67,13.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,6.67,6.67,0.0,0.0,0.0,6.67,26.67,0.0,20.0,0.0,6.67,13.33,0.0,0.0,60.0,40.0,6.67,0.0,0.0,6.67,6.67
Weak Disagreement,2,99.0,50.0,1.0,25.77,2.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Disagreement,27,98.75,35.54,1.22,99.0,27.0,18.52,85.19,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52,14.81,11.11,3.7,3.7,3.7,14.81,7.41,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,3.7,0.0,7.41,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,3.7,7.41,0.0,0.0,3.7,0.0,0.0,7.41,3.7,3.7,0.0,3.7,0.0,3.7,3.7,14.81,3.7,11.11,0.0,0.0,0.0,0.0
Strong Agreement,5,1.0,2.31,43.37,25.77,5.0,20.0,80.0,60.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,40.0,20.0
Strong Disagreement,32,89.26,98.49,74.76,99.0,8.0,21.88,87.5,59.38,25.0,21.88,9.38,9.38,0.0,0.0,3.12,9.38,18.75,6.25,0.0,0.0,0.0,15.62,0.0,0.0,0.0,0.0,0.0,9.38,9.38,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,9.38,3.12,6.25,0.0,0.0,0.0,12.5,3.12,15.62,0.0,12.5,0.0,0.0,0.0,12.5,9.38,3.12,0.0,0.0,0.0,0.0
Weak Disagreement,60,69.57,69.14,54.43,25.77,12.0,15.0,76.67,30.0,8.33,3.33,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.67,3.33,5.0,5.0,13.33,6.67,6.67,3.33,5.0,3.33,6.67,3.33,3.33,3.33,15.0,0.0,13.33,1.67,0.0,0.0,3.33,0.0,8.33,1.67,0.0,1.67,18.33,5.0,5.0,3.33,5.0,0.0,10.0,1.67,11.67,3.33,3.33,1.67,5.0,5.0,70.0,35.0,0.0,1.67,0.0,1.67,11.67
Weak Agreement,40,99.0,77.33,15.86,25.77,13.33,22.5,70.0,37.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,10.0,17.5,2.5,2.5,5.0,0.0,2.5,2.5,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,7.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,12.5,5.0,5.0,2.5,2.5,0.0,25.0,5.0,12.5,0.0,0.0,0.0,2.5
Strong Disagreement,20,77.33,99.0,43.37,1.0,20.0,10.0,100.0,65.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,10.0,20.0,15.0,0.0,5.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,15.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,20.0,5.0,25.0,5.0,10.0,10.0,0.0,0.0,30.0,15.0,10.0,0.0,0.0,5.0,0.0
Weak Disagreement,5,1.0,2.31,99.0,25.77,5.0,40.0,60.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,100.0,20.0,0.0,0.0,20.0,0.0
Strong Disagreement,34,79.78,3.89,97.06,1.0,17.0,23.53,91.18,61.76,20.59,11.76,11.76,0.0,0.0,0.0,8.82,8.82,17.65,5.88,2.94,5.88,0.0,5.88,2.94,0.0,0.0,0.0,0.0,5.88,0.0,5.88,5.88,2.94,0.0,17.65,0.0,8.82,0.0,2.94,0.0,8.82,0.0,0.0,8.82,11.76,0.0,2.94,5.88,0.0,0.0,5.88,0.0,11.76,0.0,8.82,2.94,0.0,0.0,5.88,2.94,0.0,2.94,0.0,0.0,0.0
Strong Agreement,30,41.99,74.76,43.37,25.77,7.5,10.0,80.0,46.67,10.0,6.67,3.33,3.33,0.0,0.0,3.33,0.0,16.67,3.33,16.67,10.0,0.0,16.67,3.33,3.33,0.0,20.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,13.33,0.0,0.0,3.33,6.67,3.33,6.67,6.67,3.33,0.0,3.33,0.0,0.0,3.33,0.0,0.0,13.33,0.0,13.33,3.33,6.67,6.67,6.67,3.33,26.67,13.33,10.0,0.0,0.0,0.0,3.33
Weak Disagreement,3,92.84,99.0,98.01,25.77,3.0,0.0,66.67,66.67,33.33,33.33,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0
Neutral,6,92.84,50.0,98.01,99.0,6.0,16.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,33.33,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,49,94.61,79.29,1.0,64.46,12.25,28.57,46.94,16.33,2.04,2.04,2.04,0.0,0.0,0.0,0.0,2.04,8.16,2.04,0.0,4.08,0.0,4.08,4.08,2.04,0.0,2.04,2.04,6.12,4.08,2.04,0.0,10.2,4.08,2.04,2.04,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,10.2,4.08,4.08,4.08,0.0,2.04,2.04,0.0,0.0,0.0,0.0,0.0,8.16,6.12,57.14,12.24,2.04,0.0,4.08,0.0,14.29
Strong Agreement,14,97.54,23.75,99.0,25.77,14.0,28.57,71.43,35.71,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,21.43,7.14,0.0,0.0,0.0,7.14,7.14,7.14,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,21.43,0.0,21.43,0.0,7.14,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0
Strong Agreement,10,77.33,97.69,43.37,25.77,10.0,30.0,80.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
Strong Agreement,14,97.54,23.75,99.0,25.77,14.0,28.57,71.43,35.71,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,21.43,7.14,0.0,0.0,0.0,7.14,7.14,7.14,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,21.43,0.0,21.43,0.0,7.14,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0
Strong Agreement,10,77.33,97.69,43.37,25.77,10.0,30.0,80.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
Strong Disagreement,25,99.0,78.82,20.24,25.77,25.0,20.0,72.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,20.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,12.0,0.0,20.0,0.0,8.0,4.0,4.0,0.0,48.0,36.0,8.0,0.0,4.0,0.0,0.0
Strong Disagreement,14,83.0,23.75,1.06,99.0,14.0,14.29,71.43,50.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,21.43,0.0,7.14,7.14,0.0,7.14,14.29,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.14,0.0,21.43,0.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,7.14,0.0,0.0,0.0,0.0
Weak Disagreement,32,71.61,50.0,18.52,1.42,8.0,15.62,59.38,31.25,3.12,0.0,0.0,0.0,0.0,0.0,3.12,3.12,6.25,6.25,9.38,0.0,3.12,9.38,6.25,0.0,0.0,0.0,0.0,3.12,0.0,3.12,0.0,6.25,0.0,9.38,3.12,0.0,0.0,3.12,0.0,3.12,3.12,3.12,0.0,0.0,0.0,0.0,0.0,0.0,6.25,3.12,0.0,9.38,0.0,3.12,6.25,3.12,6.25,34.38,18.75,3.12,0.0,0.0,0.0,12.5
Strong Agreement,11,79.25,81.84,31.94,99.0,5.5,27.27,81.82,27.27,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,18.18,0.0,18.18,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,9.09,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0
Neutral,2,92.84,50.0,99.0,25.77,2.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Strong Disagreement,5,51.43,50.0,1.0,25.77,5.0,20.0,60.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
Weak Disagreement,34,33.48,50.0,66.34,25.77,5.67,5.88,67.65,44.12,8.82,5.88,0.0,2.94,0.0,0.0,2.94,0.0,8.82,11.76,5.88,5.88,2.94,23.53,8.82,8.82,2.94,5.88,2.94,0.0,0.0,0.0,0.0,8.82,0.0,17.65,0.0,2.94,0.0,2.94,0.0,11.76,2.94,2.94,0.0,11.76,8.82,2.94,0.0,0.0,0.0,17.65,2.94,11.76,2.94,5.88,2.94,2.94,0.0,23.53,14.71,2.94,0.0,0.0,0.0,5.88
Strong Agreement,4,1.8,50.0,1.0,25.77,4.0,50.0,100.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0
Weak Agreement,53,43.92,22.52,48.36,89.18,10.6,11.32,86.79,60.38,20.75,7.55,5.66,0.0,0.0,1.89,13.21,9.43,11.32,11.32,3.77,5.66,1.89,15.09,7.55,3.77,0.0,0.0,1.89,3.77,3.77,0.0,0.0,3.77,0.0,7.55,0.0,1.89,3.77,3.77,0.0,3.77,1.89,1.89,0.0,7.55,1.89,0.0,3.77,1.89,0.0,11.32,7.55,15.09,1.89,7.55,7.55,3.77,0.0,20.75,11.32,5.66,0.0,0.0,0.0,3.77
Weak Disagreement,13,99.0,93.79,17.46,1.0,6.5,7.69,76.92,46.15,15.38,0.0,0.0,0.0,0.0,0.0,15.38,15.38,15.38,0.0,0.0,0.0,0.0,7.69,0.0,0.0,15.38,7.69,7.69,7.69,0.0,7.69,7.69,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,15.38,0.0,15.38,0.0,0.0,0.0,15.38,0.0,0.0,7.69,7.69,0.0,0.0
Weak Disagreement,37,32.06,70.57,71.04,75.85,12.33,16.22,67.57,48.65,13.51,8.11,2.7,5.41,0.0,0.0,5.41,2.7,13.51,8.11,10.81,8.11,2.7,16.22,0.0,2.7,5.41,16.22,0.0,2.7,2.7,0.0,0.0,10.81,0.0,8.11,0.0,2.7,0.0,0.0,0.0,5.41,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.7,5.41,8.11,0.0,16.22,2.7,10.81,2.7,2.7,0.0,29.73,5.41,10.81,2.7,0.0,2.7,8.11
Weak Disagreement,44,68.79,91.35,92.27,3.73,22.0,18.18,90.91,50.0,15.91,11.36,0.0,0.0,0.0,11.36,4.55,2.27,15.91,6.82,0.0,9.09,0.0,15.91,2.27,0.0,0.0,0.0,0.0,11.36,4.55,6.82,4.55,18.18,0.0,9.09,2.27,2.27,0.0,0.0,0.0,4.55,2.27,2.27,2.27,6.82,4.55,0.0,2.27,0.0,2.27,4.55,6.82,22.73,4.55,13.64,4.55,0.0,2.27,11.36,4.55,6.82,0.0,0.0,0.0,0.0
Weak Agreement,37,32.06,70.57,71.04,75.85,12.33,16.22,67.57,48.65,13.51,8.11,2.7,5.41,0.0,0.0,5.41,2.7,13.51,8.11,10.81,8.11,2.7,16.22,0.0,2.7,5.41,16.22,0.0,2.7,2.7,0.0,0.0,10.81,0.0,8.11,0.0,2.7,0.0,0.0,0.0,5.41,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.7,5.41,8.11,0.0,16.22,2.7,10.81,2.7,2.7,0.0,29.73,5.41,10.81,2.7,0.0,2.7,8.11
Weak Agreement,44,68.79,91.35,92.27,3.73,22.0,18.18,90.91,50.0,15.91,11.36,0.0,0.0,0.0,11.36,4.55,2.27,15.91,6.82,0.0,9.09,0.0,15.91,2.27,0.0,0.0,0.0,0.0,11.36,4.55,6.82,4.55,18.18,0.0,9.09,2.27,2.27,0.0,0.0,0.0,4.55,2.27,2.27,2.27,6.82,4.55,0.0,2.27,0.0,2.27,4.55,6.82,22.73,4.55,13.64,4.55,0.0,2.27,11.36,4.55,6.82,0.0,0.0,0.0,0.0
