followers_count,friends_count,listed_count,favorites_count,statuses_count,stance,count,word_count,char_count,avg_word,hastags,mentions,number_digit,uppercase,lowercase,publishing_days,membership_years,cnn,colton,pubd_5,pubd_6,pubd_7,pubd_38,pubd_39,memb_1,memb_2,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
2952,2826,20,17089,15792,Strong Disagreement,3,31,167,4.419354838709677,2,0,0,1,23,40,9,0,0,0,0,0,0,0,0,0,5,51.43,50.0,1.0,25.77,5.0,20.0,60.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0
5691,5276,33,6066,31669,Weak Disagreement,4,4,30,6.75,0,0,0,0,3,40,3,0,0,0,0,0,0,0,0,0,34,33.48,50.0,66.34,25.77,5.67,5.88,67.65,44.12,8.82,5.88,0.0,2.94,0.0,0.0,2.94,0.0,8.82,11.76,5.88,5.88,2.94,23.53,8.82,8.82,2.94,5.88,2.94,0.0,0.0,0.0,0.0,8.82,0.0,17.65,0.0,2.94,0.0,2.94,0.0,11.76,2.94,2.94,0.0,11.76,8.82,2.94,0.0,0.0,0.0,17.65,2.94,11.76,2.94,5.88,2.94,2.94,0.0,23.53,14.71,2.94,0.0,0.0,0.0,5.88
143,528,16,240,819,Strong Agreement,4,53,274,4.188679245283019,2,0,0,2,46,40,7,0,0,0,0,0,0,0,0,0,4,1.8,50.0,1.0,25.77,4.0,50.0,100.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0
42,175,1,150,399,Weak Agreement,3,12,72,5.083333333333333,0,0,0,0,9,40,7,0,0,0,0,0,0,0,0,0,53,43.92,22.52,48.36,89.18,10.6,11.32,86.79,60.38,20.75,7.55,5.66,0.0,0.0,1.89,13.21,9.43,11.32,11.32,3.77,5.66,1.89,15.09,7.55,3.77,0.0,0.0,1.89,3.77,3.77,0.0,0.0,3.77,0.0,7.55,0.0,1.89,3.77,3.77,0.0,3.77,1.89,1.89,0.0,7.55,1.89,0.0,3.77,1.89,0.0,11.32,7.55,15.09,1.89,7.55,7.55,3.77,0.0,20.75,11.32,5.66,0.0,0.0,0.0,3.77
14,111,0,744,945,Weak Disagreement,6,34,215,5.264705882352941,0,2,0,2,25,40,10,0,0,0,0,0,0,0,0,0,13,99.0,93.79,17.46,1.0,6.5,7.69,76.92,46.15,15.38,0.0,0.0,0.0,0.0,0.0,15.38,15.38,15.38,0.0,0.0,0.0,0.0,7.69,0.0,0.0,15.38,7.69,7.69,7.69,0.0,7.69,7.69,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,15.38,0.0,15.38,0.0,0.0,0.0,15.38,0.0,0.0,7.69,7.69,0.0,0.0
76,278,1,19,4844,Weak Disagreement,5,44,263,5.0,0,0,0,0,42,40,9,0,0,0,0,0,0,0,0,0,37,32.06,70.57,71.04,75.85,12.33,16.22,67.57,48.65,13.51,8.11,2.7,5.41,0.0,0.0,5.41,2.7,13.51,8.11,10.81,8.11,2.7,16.22,0.0,2.7,5.41,16.22,0.0,2.7,2.7,0.0,0.0,10.81,0.0,8.11,0.0,2.7,0.0,0.0,0.0,5.41,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.7,5.41,8.11,0.0,16.22,2.7,10.81,2.7,2.7,0.0,29.73,5.41,10.81,2.7,0.0,2.7,8.11
76,278,1,19,4844,Weak Disagreement,5,44,263,5.0,0,0,0,0,42,40,9,0,0,0,0,0,0,0,0,0,44,68.79,91.35,92.27,3.73,22.0,18.18,90.91,50.0,15.91,11.36,0.0,0.0,0.0,11.36,4.55,2.27,15.91,6.82,0.0,9.09,0.0,15.91,2.27,0.0,0.0,0.0,0.0,11.36,4.55,6.82,4.55,18.18,0.0,9.09,2.27,2.27,0.0,0.0,0.0,4.55,2.27,2.27,2.27,6.82,4.55,0.0,2.27,0.0,2.27,4.55,6.82,22.73,4.55,13.64,4.55,0.0,2.27,11.36,4.55,6.82,0.0,0.0,0.0,0.0
76,278,1,19,4844,Weak Agreement,3,46,247,4.391304347826087,0,0,0,1,42,40,9,0,0,0,0,0,0,0,0,0,37,32.06,70.57,71.04,75.85,12.33,16.22,67.57,48.65,13.51,8.11,2.7,5.41,0.0,0.0,5.41,2.7,13.51,8.11,10.81,8.11,2.7,16.22,0.0,2.7,5.41,16.22,0.0,2.7,2.7,0.0,0.0,10.81,0.0,8.11,0.0,2.7,0.0,0.0,0.0,5.41,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.7,5.41,8.11,0.0,16.22,2.7,10.81,2.7,2.7,0.0,29.73,5.41,10.81,2.7,0.0,2.7,8.11
76,278,1,19,4844,Weak Agreement,3,46,247,4.391304347826087,0,0,0,1,42,40,9,0,0,0,0,0,0,0,0,0,44,68.79,91.35,92.27,3.73,22.0,18.18,90.91,50.0,15.91,11.36,0.0,0.0,0.0,11.36,4.55,2.27,15.91,6.82,0.0,9.09,0.0,15.91,2.27,0.0,0.0,0.0,0.0,11.36,4.55,6.82,4.55,18.18,0.0,9.09,2.27,2.27,0.0,0.0,0.0,4.55,2.27,2.27,2.27,6.82,4.55,0.0,2.27,0.0,2.27,4.55,6.82,22.73,4.55,13.64,4.55,0.0,2.27,11.36,4.55,6.82,0.0,0.0,0.0,0.0
191,566,0,2835,1842,Strong Disagreement,5,10,62,5.3,0,0,0,0,8,39,8,0,0,0,0,0,0,1,0,0,46,28.96,97.44,40.55,66.89,11.5,13.04,93.48,63.04,23.91,13.04,0.0,10.87,0.0,2.17,10.87,4.35,13.04,10.87,2.17,8.7,0.0,23.91,0.0,2.17,0.0,0.0,0.0,2.17,2.17,0.0,0.0,13.04,0.0,23.91,6.52,6.52,4.35,10.87,0.0,4.35,2.17,0.0,0.0,4.35,0.0,0.0,2.17,2.17,2.17,17.39,6.52,13.04,8.7,4.35,0.0,0.0,0.0,17.39,6.52,4.35,0.0,6.52,0.0,0.0
206,452,18,129,11705,Strong Disagreement,3,39,244,5.282051282051282,0,0,1,1,31,8,10,1,0,0,0,0,0,0,0,0,11,92.84,99.0,2.4,1.0,11.0,18.18,72.73,36.36,9.09,9.09,0.0,9.09,0.0,0.0,0.0,9.09,18.18,0.0,18.18,0.0,0.0,9.09,0.0,0.0,0.0,18.18,0.0,18.18,0.0,18.18,18.18,27.27,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,27.27,0.0,27.27,0.0,0.0,0.0,0.0
5892,4214,398,4875,60272,Neutral,4,22,134,4.6521739130434785,0,0,0,1,17,7,11,1,0,0,0,1,0,0,0,0,39,89.98,84.75,1.4,1.0,7.8,20.51,76.92,33.33,7.69,2.56,0.0,0.0,2.56,0.0,5.13,5.13,12.82,5.13,2.56,0.0,5.13,17.95,0.0,2.56,0.0,5.13,2.56,5.13,0.0,5.13,0.0,17.95,5.13,15.38,2.56,5.13,2.56,2.56,2.56,2.56,7.69,0.0,0.0,5.13,0.0,2.56,2.56,0.0,7.69,5.13,0.0,7.69,2.56,2.56,2.56,0.0,0.0,25.64,12.82,7.69,0.0,0.0,5.13,0.0
3766,4189,20,17871,25820,Neutral,5,52,253,3.8846153846153846,0,0,1,6,41,7,2,1,0,0,0,1,0,0,0,1,23,58.77,90.38,2.02,25.77,11.5,17.39,82.61,56.52,21.74,4.35,0.0,0.0,0.0,4.35,17.39,8.7,13.04,8.7,4.35,0.0,4.35,17.39,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,21.74,0.0,17.39,0.0,4.35,0.0,8.7,0.0,4.35,8.7,4.35,0.0,4.35,0.0,0.0,4.35,0.0,4.35,8.7,0.0,4.35,0.0,4.35,0.0,4.35,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0
451,1062,26,2306,3479,Neutral,3,12,59,4.0,0,0,0,0,11,9,9,1,0,0,0,0,0,0,0,0,52,48.13,87.57,51.03,89.84,26.0,11.54,82.69,55.77,17.31,13.46,3.85,5.77,0.0,3.85,3.85,1.92,15.38,9.62,3.85,5.77,1.92,13.46,1.92,1.92,0.0,3.85,3.85,3.85,3.85,0.0,0.0,15.38,3.85,13.46,1.92,1.92,0.0,3.85,1.92,3.85,0.0,0.0,0.0,5.77,1.92,1.92,1.92,0.0,3.85,7.69,1.92,11.54,0.0,11.54,0.0,1.92,0.0,1.92,1.92,0.0,0.0,0.0,0.0,0.0
681,972,1,47676,12425,Strong Disagreement,3,44,227,4.181818181818182,0,0,0,3,36,8,9,1,0,0,0,0,0,0,0,0,13,92.84,77.92,63.54,1.0,13.0,0.0,76.92,46.15,15.38,0.0,0.0,0.0,0.0,0.0,15.38,7.69,15.38,7.69,0.0,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,23.08,15.38,7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0
595,926,14,16236,22531,Neutral,4,9,59,4.8,0,0,0,0,6,7,6,1,0,0,0,1,0,0,0,0,44,31.44,41.03,31.94,3.73,6.29,9.09,88.64,56.82,15.91,6.82,0.0,0.0,4.55,2.27,9.09,11.36,6.82,6.82,6.82,4.55,11.36,18.18,2.27,0.0,4.55,0.0,0.0,2.27,0.0,2.27,0.0,18.18,6.82,11.36,2.27,0.0,0.0,2.27,0.0,9.09,6.82,0.0,0.0,4.55,0.0,0.0,2.27,2.27,9.09,9.09,0.0,11.36,2.27,6.82,2.27,0.0,0.0,25.0,15.91,2.27,0.0,0.0,4.55,0.0
16740,1196,339,88510,77181,Neutral,3,7,43,5.285714285714286,0,0,0,0,6,17,10,1,0,0,0,0,0,0,0,0,10,51.43,99.0,93.3,1.0,5.0,30.0,90.0,60.0,20.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,40.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,20.0,10.0,0.0,10.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0
233,644,1,48257,7350,Neutral,3,25,145,4.84,0,0,0,0,21,8,3,1,0,0,0,0,0,0,0,0,7,28.22,92.33,1.0,25.77,7.0,42.86,85.71,57.14,14.29,14.29,0.0,0.0,14.29,0.0,0.0,0.0,14.29,28.57,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,14.29,0.0,0.0,0.0,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0
3146,459,69,15971,16921,Neutral,3,10,55,4.6,0,0,0,0,8,7,9,1,0,0,0,1,0,0,0,0,27,65.78,96.78,1.0,1.0,9.0,18.52,81.48,40.74,18.52,18.52,0.0,0.0,14.81,3.7,0.0,7.41,7.41,3.7,3.7,3.7,0.0,11.11,3.7,0.0,0.0,0.0,0.0,7.41,0.0,7.41,7.41,22.22,14.81,14.81,7.41,0.0,3.7,3.7,3.7,0.0,0.0,0.0,3.7,7.41,0.0,0.0,3.7,3.7,3.7,7.41,0.0,7.41,0.0,7.41,0.0,3.7,3.7,14.81,11.11,0.0,0.0,0.0,0.0,0.0
1363,681,7,2066,6914,Neutral,5,6,40,5.833333333333333,0,0,0,0,5,7,9,1,0,0,0,1,0,0,0,0,10,92.84,50.0,43.37,25.77,5.0,20.0,90.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
956,505,1,15416,14552,Neutral,5,5,28,4.8,0,0,0,1,0,7,1,1,0,0,0,1,0,0,1,0,7,5.53,92.33,1.0,25.77,7.0,0.0,85.71,57.14,28.57,28.57,0.0,0.0,14.29,14.29,0.0,0.0,14.29,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,14.29,0.0,14.29,0.0,71.43,71.43,0.0,0.0,0.0,0.0,0.0
3888,859,132,1041,1891,Weak Agreement,3,5,33,5.8,0,0,0,0,4,9,9,1,0,0,0,0,0,0,0,0,4,92.84,99.0,1.0,25.77,4.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
2076,1869,0,7018,10718,Neutral,5,2,11,5.0,0,0,0,0,1,7,2,1,0,0,0,1,0,0,0,1,5,1.0,99.0,99.0,25.77,5.0,40.0,100.0,60.0,40.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,20.0,0.0
179,320,4,45448,3117,Weak Disagreement,3,15,69,3.6666666666666665,0,0,0,1,13,7,2,1,0,0,0,1,0,0,0,1,2,92.84,50.0,1.0,1.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
4733,5389,67,6917,46239,Neutral,4,17,95,4.647058823529412,0,0,0,1,14,9,9,1,0,0,0,0,0,0,0,0,15,1.0,99.0,1.0,25.77,15.0,0.0,86.67,60.0,20.0,13.33,0.0,6.67,0.0,6.67,6.67,0.0,6.67,6.67,20.0,20.0,0.0,13.33,6.67,0.0,20.0,0.0,6.67,13.33,6.67,6.67,0.0,26.67,0.0,26.67,0.0,13.33,6.67,6.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.67,6.67,0.0,0.0,6.67,0.0,0.0,13.33,0.0,6.67,6.67,0.0,0.0,0.0
341,1309,9,8013,9838,Neutral,5,8,35,3.5,0,0,0,0,7,9,7,1,0,0,0,0,0,0,0,0,19,76.19,94.27,1.0,25.77,19.0,10.53,73.68,42.11,10.53,10.53,0.0,0.0,10.53,0.0,0.0,10.53,5.26,5.26,0.0,5.26,5.26,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,15.79,5.26,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,15.79,5.26,10.53,0.0,0.0,0.0,10.53,5.26,5.26,0.0,0.0,0.0,0.0
8,139,0,128,52,Neutral,3,5,29,5.0,0,0,0,0,4,9,1,1,0,0,0,0,0,0,1,0,8,92.84,99.0,1.0,25.77,8.0,0.0,87.5,50.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,589,2,48956,5049,Neutral,4,6,30,4.166666666666667,0,1,0,0,5,9,10,1,0,0,0,0,0,0,0,0,6,17.96,95.2,23.51,99.0,6.0,0.0,66.67,33.33,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,16.67,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,16.67,16.67,16.67,0.0,0.0,0.0,0.0,0.0
60,307,1,9390,2043,Neutral,4,3,13,3.6666666666666665,0,0,0,2,0,7,9,1,0,0,0,1,0,0,0,0,6,1.0,95.2,23.51,25.77,6.0,0.0,66.67,50.0,33.33,16.67,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,16.67,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.67,0.0,16.67,16.67
666,2725,2,7888,6567,Neutral,3,57,282,3.912280701754386,1,1,0,2,52,7,1,1,0,0,0,1,0,0,1,0,3,17.96,1.0,98.01,25.77,3.0,33.33,33.33,33.33,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251,18874,232,356116,226500,Weak Agreement,3,8,47,5.0,0,0,0,0,7,7,3,1,0,0,0,1,0,0,0,0,59,27.64,56.74,16.91,6.73,14.75,8.47,81.36,57.63,13.56,8.47,0.0,0.0,8.47,0.0,5.08,6.78,11.86,10.17,10.17,8.47,5.08,16.95,0.0,0.0,3.39,0.0,1.69,1.69,0.0,1.69,1.69,11.86,8.47,11.86,1.69,1.69,1.69,0.0,1.69,5.08,1.69,1.69,0.0,1.69,0.0,0.0,1.69,0.0,6.78,11.86,0.0,18.64,5.08,10.17,5.08,0.0,0.0,15.25,5.08,0.0,0.0,0.0,3.39,3.39
751,922,5,12939,10726,Neutral,4,13,75,4.846153846153846,0,0,0,0,11,7,1,1,0,0,0,1,0,0,1,0,9,17.96,99.0,4.97,25.77,9.0,22.22,77.78,33.33,22.22,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,22.22,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,11.11,0.0,22.22,11.11,0.0,0.0,0.0,0.0,0.0
253,126,1,542,2633,Neutral,5,31,146,3.7419354838709675,0,0,0,0,30,9,8,1,0,0,0,0,0,0,0,0,13,42.69,99.0,1.4,25.77,13.0,23.08,84.62,53.85,23.08,15.38,0.0,0.0,0.0,15.38,7.69,7.69,7.69,7.69,7.69,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46,0.0,15.38,0.0,0.0,0.0,7.69,7.69,0.0,23.08,7.69,0.0,7.69,0.0,0.0,7.69,0.0,15.38,15.38,0.0,7.69,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0
324,1805,9,3275,4212,Neutral,5,8,44,4.625,0,0,0,0,7,9,4,1,0,0,0,0,0,0,0,0,31,70.64,90.14,1.0,99.0,31.0,9.68,90.32,64.52,16.13,9.68,3.23,0.0,3.23,0.0,6.45,9.68,16.13,16.13,3.23,3.23,0.0,19.35,6.45,3.23,0.0,3.23,0.0,6.45,6.45,0.0,0.0,12.9,6.45,6.45,0.0,0.0,3.23,3.23,0.0,0.0,0.0,0.0,0.0,6.45,3.23,0.0,3.23,0.0,0.0,9.68,0.0,9.68,3.23,3.23,3.23,0.0,0.0,9.68,3.23,3.23,0.0,0.0,3.23,0.0
330,342,4,9712,4534,Neutral,4,32,175,4.5,0,0,0,3,27,8,9,1,0,0,0,0,0,0,0,0,8,1.8,89.42,1.0,25.77,8.0,12.5,75.0,50.0,25.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0
50,306,0,1931,2178,Strong Disagreement,3,7,40,4.857142857142857,0,0,0,0,5,7,4,1,0,0,0,1,0,0,0,0,33,72.52,72.77,1.0,25.77,11.0,12.12,69.7,48.48,9.09,3.03,0.0,0.0,0.0,3.03,6.06,6.06,12.12,12.12,6.06,3.03,0.0,18.18,6.06,0.0,0.0,0.0,0.0,6.06,3.03,3.03,0.0,9.09,0.0,12.12,0.0,0.0,12.12,3.03,0.0,3.03,3.03,3.03,0.0,3.03,3.03,0.0,0.0,0.0,3.03,12.12,3.03,6.06,3.03,3.03,0.0,0.0,3.03,9.09,6.06,0.0,0.0,3.03,0.0,0.0
166,344,5,3937,7860,Neutral,3,7,50,5.125,0,0,0,8,0,7,3,1,0,0,0,1,0,0,0,0,7,1.0,99.0,1.0,25.77,3.5,14.29,85.71,57.14,42.86,42.86,0.0,14.29,28.57,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,28.57,28.57,0.0,0.0,0.0,0.0,0.0
12,143,1,338,577,Neutral,4,25,143,4.76,0,0,0,1,20,7,10,1,0,0,0,1,0,0,0,0,8,99.0,50.0,74.76,25.77,4.0,37.5,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,25.0,12.5,0.0,12.5,0.0,12.5,25.0,25.0,0.0,0.0,0.0,0.0,0.0
2846,4000,6,51836,18008,Neutral,5,31,196,5.354838709677419,0,0,0,0,22,7,2,1,0,0,0,1,0,0,0,1,26,92.84,87.57,17.46,1.0,8.67,15.38,69.23,34.62,7.69,7.69,0.0,0.0,7.69,0.0,0.0,11.54,7.69,0.0,3.85,3.85,3.85,3.85,3.85,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,19.23,19.23,3.85,0.0,0.0,0.0,0.0,0.0,3.85,3.85,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23,3.85,11.54,3.85,0.0,0.0,15.38,3.85,0.0,0.0,7.69,0.0,0.0
11,25,0,743,366,Weak Disagreement,4,28,152,4.464285714285714,0,0,0,0,26,7,5,1,0,0,0,1,0,0,0,0,31,14.22,94.64,1.0,1.23,6.2,22.58,80.65,61.29,16.13,12.9,0.0,0.0,9.68,3.23,3.23,6.45,6.45,22.58,9.68,0.0,0.0,22.58,6.45,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,16.13,9.68,12.9,6.45,0.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,3.23,0.0,6.45,12.9,0.0,9.68,0.0,6.45,3.23,0.0,0.0,22.58,22.58,0.0,0.0,0.0,0.0,0.0
11,25,0,743,366,Weak Disagreement,4,28,152,4.464285714285714,0,0,0,0,26,7,5,1,0,0,0,1,0,0,0,0,28,47.35,76.25,1.0,99.0,14.0,17.86,92.86,50.0,14.29,7.14,0.0,0.0,7.14,0.0,7.14,3.57,10.71,7.14,3.57,7.14,3.57,17.86,3.57,0.0,0.0,0.0,3.57,17.86,10.71,3.57,0.0,14.29,7.14,25.0,0.0,3.57,3.57,7.14,7.14,3.57,3.57,3.57,3.57,7.14,3.57,0.0,3.57,0.0,0.0,10.71,0.0,10.71,7.14,0.0,3.57,0.0,3.57,14.29,7.14,7.14,0.0,0.0,0.0,0.0
11,25,0,743,366,Strong Disagreement,3,12,61,4.166666666666667,0,0,0,1,11,7,5,1,0,0,0,1,0,0,0,0,31,14.22,94.64,1.0,1.23,6.2,22.58,80.65,61.29,16.13,12.9,0.0,0.0,9.68,3.23,3.23,6.45,6.45,22.58,9.68,0.0,0.0,22.58,6.45,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,16.13,9.68,12.9,6.45,0.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,3.23,0.0,6.45,12.9,0.0,9.68,0.0,6.45,3.23,0.0,0.0,22.58,22.58,0.0,0.0,0.0,0.0,0.0
