stance,scaled_followers,scaled_friends,influence,weighted_influence,cluster,clustering_coeff,degree_centrality,closeness_centrality,cycle,triangles,avg_neighbor,majority_neighbor,repliers_cluster_coeff,repliers_closeness,repliers_clique_num,repliers_pagerank,repliers_degree_centrality,connected_to_Trump,connected_to_TheDailyShow
Weak Agreement,3.723065944805547e-05,0.0009607826011005328,0.15584415584415584,5.80218069320345e-06,0.0,0.0,7.664246115680784e-05,0.3311563923424108,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Disagreement,2.792299458604161e-05,0.001422457357473516,0.07894736842105263,2.2044469410032843e-06,2.0,0.0,0.00011452321782051746,0.3167792074698718,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0023083008857794395,0.00573974021436682,1.617391304347826,0.00373342578047805,3.0,0.0,0.0008272100117958915,0.3274410984106105,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,0.006924902657338318,0.008809253459441248,3.1614730878186967,0.02189289338693927,3.0,7.155816693359212e-05,0.002397939991595757,0.3348497519140466,1.0,265.0,1.5,1.0,1.0,0.19980063653100028,3.0,0.0003744542951697224,0.002219755826859045,0.0,1.0
Neutral,0.003754091494345593,0.006638134334876407,2.274436090225564,0.008538441180748436,3.0,9.256259545517656e-06,0.0012289222219970912,0.3265937312034315,1.0,9.0,0.0,0.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,0.0,0.0
Neutral,0.00021097373687231435,0.0010606041700460427,0.8,0.00016877898949785148,0.0,0.001124859392575928,0.00011188037433235169,0.32520997721998424,1.0,9.0,0.0,0.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,0.0,0.0
Weak Agreement,0.005423266059600081,0.01719426525086408,1.2685050798258346,0.006879440545849739,0.0,0.000219196598799442,0.00202001337278805,0.33450427303723745,1.0,576.0,-2.0,-2.0,0.0,0.1309524201595985,2.0,0.000559526557223971,0.0011098779134295226,0.0,0.0
Strong Agreement,0.00034748615484851773,0.003893041188874886,0.35897435897435903,0.00012473861968921148,0.0,0.0002824326868762945,0.0004977355236045566,0.33324300632732995,1.0,45.0,1.0,1.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,1.0,0.0
Strong Agreement,6.82562089881017e-05,0.00041176397190022837,0.6666666666666666,4.550413932540114e-05,3.0,0.0,4.492833929881839e-05,0.32428124678179954,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,5.584598917208322e-05,0.002295896085746729,0.09782608695652174,5.463194592921183e-06,0.0,0.0,0.00018852283548915951,0.3315281969180291,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Strong Agreement,0.00032266571521648074,0.0016720112798372909,0.7761194029850746,0.00025042712225756714,0.0,0.00198609731876862,0.0002343321226173665,0.3328252806167328,1.0,70.0,0.0,0.0,0.0,0.10937042278509217,2.0,0.0007705835228928537,0.0011098779134295226,1.0,0.0
Strong Agreement,0.00031025549540046225,0.0045169259947843215,0.27624309392265195,8.570593795592881e-05,3.0,0.0,0.0003884979927603708,0.3304983061584276,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,6.205109908009246e-05,0.00029946470683652973,0.8333333333333334,5.170924923341038e-05,3.0,0.0,4.580928712820698e-05,0.3106705425980629,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.0007259978592370817,0.004853823789975419,0.6015424164524421,0.000436718506584774,3.0,0.0,0.0005127116367041628,0.3318441699376546,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Disagreement,0.010272559452709306,0.04599278789164369,0.8982637004883343,0.00922746726747708,1.0,0.0019683700723698064,0.00418450218959583,0.3846452841090863,1.0,22201.0,0.8571428571428571,2.0,0.2285714285714285,0.2620992759838734,5.0,0.0016128443164843494,0.02330743618201998,1.0,0.0
Strong Disagreement,0.004582473667064828,0.02471831601013189,0.7455830388692579,0.0034166146422285465,1.0,0.0014139592357089257,0.0020103229466647762,0.3387513343728164,1.0,3680.0,0.8571428571428571,0.0,0.3809523809523809,0.22487116226132325,4.0,0.0006744574342295633,0.00776914539400666,1.0,0.0
Strong Disagreement,0.002143865473217194,0.02072545325231149,0.4160144491270319,0.0008918790138429146,2.0,0.00026037120649507805,0.002173298295101666,0.3410690711951801,1.0,792.0,2.0,2.0,0.6666666666666666,0.2240150537755568,3.0,0.00043857708017986985,0.0033296337402885685,1.0,0.0
Weak Agreement,0.0,0.00018716544177283103,0.0,0.0,3.0,0.0,1.3214217440828935e-05,0.2963437067711617,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.0005801777763988642,0.005664874037657686,0.4118942731277533,0.0002389719034946864,0.0,0.0,0.0004087597928363085,0.3302702992275661,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Weak Disagreement,0.00011479453329817104,0.002795003930474277,0.16517857142857142,1.8961597018001466e-05,1.0,0.0031773019034648485,0.001787443145829461,0.34136581970234964,1.0,6537.0,1.5454545454545454,2.0,0.2181818181818181,0.2312034870663245,4.0,0.000912040319749976,0.01220865704772475,1.0,0.0
Weak Disagreement,0.013952189628158787,0.05633679797362215,0.9960132890365448,0.013896566280804002,1.0,0.0013286439874619599,0.004148383328590898,0.3784701270654405,1.0,14728.0,1.1176470588235294,2.0,0.3014705882352941,0.2573234145410186,5.0,0.0013331732672434953,0.018867924528301886,1.0,0.0
Neutral,0.00017064052247025424,0.002395717654692238,0.2864583333333333,4.888139966595824e-05,0.0,0.0,0.000211427479053263,0.3320666811211845,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,0.007399593565301025,0.02817463783487017,1.0562444641275466,0.007815779740143023,3.0,0.0,0.003702623726920268,0.33392642154771474,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0
Strong Agreement,5.274343421807859e-05,0.00118538113122793,0.17894736842105266,9.438298754814063e-06,0.0,0.0,0.00010659468735602009,0.3278852803889171,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,8.066642880412019e-05,0.00128520270017344,0.2524271844660194,2.0362399503952668e-05,0.0,0.0,0.00015592776580178146,0.3240170537198204,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Agreement,0.000189255852194282,0.002919780891656165,0.2606837606837607,4.9335927281415384e-05,0.0,0.0,0.00023080833129981206,0.3321714383704948,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Agreement,9.928175852814793e-05,0.002707660057646956,0.14746543778801846,1.4640627985717664e-05,3.0,0.0,0.00019909420944182264,0.31243779181339115,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,4.653832431006934e-05,0.0003368977951910959,0.5555555555555556,2.585462461670519e-05,2.0,0.0,2.8190330540435066e-05,0.3167577258070994,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0033042210260149233,0.018741499569519485,0.7090545938748336,0.002342873097673697,0.0,0.00031855375715482724,0.001879942667915264,0.3343567664810805,1.0,725.0,-1.0,-2.0,0.0,0.16054921543896206,2.0,0.0008781875540160093,0.002219755826859045,0.0,1.0
Weak Agreement,0.0,6.23884805909437e-05,0.0,0.0,3.0,0.0,4.404739146942979e-06,0.3187178496815005,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.006453314304329615,0.033065894713200164,0.7849056603773585,0.0050652429256624895,3.0,6.50812582110703e-05,0.002926508689228915,0.3733305577455325,1.0,359.0,0.6666666666666666,-999.0,1.0,0.2388685553114191,4.0,0.0004578381330125323,0.0033296337402885685,0.0,1.0
Strong Agreement,0.00044056280346865644,0.005352931634702969,0.331002331002331,0.00014582731490104712,0.0,0.0,0.0005338543846094892,0.3320686240678386,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Weak Disagreement,0.0015233544824162695,0.013987497348489577,0.4380017841213201,0.0006672319811475365,3.0,0.0,0.0010958990997594132,0.3316294172008814,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Agreement,0.0017002001147945333,0.006675567423230975,1.0242990654205608,0.0017415133886119706,3.0,0.0,0.0009743282993037867,0.32742683569759845,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Disagreement,9.307664862013867e-06,0.0005490186292003045,0.06818181818181818,6.346135133191273e-07,3.0,0.0,4.1404547981264e-05,0.3248707969044724,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.0008842281618913172,0.012178231411352209,0.29200819672131145,0.00025820187104408344,0.0,0.0,0.0009038524729526993,0.3312344755729303,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Strong Agreement,0.0004715883530087026,0.0027700485382379,0.6846846846846847,0.0003228893227807334,0.0,0.0,0.0003990693667130339,0.33211409551129245,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.0002637171710903929,0.0007361840709731355,1.4406779661016949,0.0003799315176726,3.0,0.0,8.809478293885958e-05,0.3252183633031892,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Agreement,0.0002637171710903929,0.009171106646868722,0.11564625850340135,3.049790413970531e-05,3.0,0.0,0.0007320676462219233,0.3326968027118588,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,0.0014085599491180988,0.010032067679023746,0.5646766169154229,0.0007953808667905683,1.0,0.0020493135797445667,0.0015531110232120946,0.33836285888256074,1.0,3183.0,1.0,1.0,0.2,0.2247280233929201,3.0,0.0005905965590501225,0.006659267480577137,1.0,0.0
Strong Disagreement,0.0004219474737446287,0.010718340965524126,0.15832363213038414,6.680425661148951e-05,2.0,0.0,0.0008201624291607827,0.3333241323283048,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0
Strong Disagreement,0.01603400400229589,0.06605692324969117,0.9761994710993578,0.015652386226646234,4.0,0.0027377533611324663,0.005596661560105749,0.3788603442585481,1.0,55240.0,0.7941176470588235,2.0,0.2816399286987522,0.2670557675871993,7.0,0.0023160483336731024,0.03773584905660377,1.0,0.0
Neutral,0.00029164016567643456,0.0009857379933369103,1.1898734177215189,0.0003470148806782893,0.0,0.0021969744523256548,0.00015768966146055866,0.331899866821712,1.0,35.0,0.0,-999.0,0.0,0.11102129709128222,2.0,0.0005801085809752796,0.0011098779134295226,1.0,0.0
Weak Disagreement,6.515365403409708e-05,0.0005739740214366823,0.4565217391304348,2.9744059450348665e-05,2.0,0.0,5.990445239842452e-05,0.317794011204626,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,0.0002047686269643051,0.0038181750121657533,0.215686274509804,4.416578228641875e-05,2.0,0.0,0.0003259506968737804,0.3250454180092589,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0,0.00029946470683652973,0.0,0.0,3.0,0.0,2.11427479053263e-05,0.3270506924097181,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,6.205109908009246e-05,0.0009483049049823439,0.2631578947368421,1.6329236600024328e-05,2.0,0.0,8.016625247436222e-05,0.3193656633121829,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,0.0011386376681196966,0.002395717654692238,1.9114583333333333,0.0021764584593746282,3.0,0.0,0.00042549780159469177,0.3278795028382841,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Agreement,3.1025549540046227e-06,9.982156894550992e-05,0.125,3.8781936925057773e-07,3.0,0.0,7.928530464497362e-06,0.3291557743438551,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0
Strong Disagreement,0.010303585002249352,0.03987871679373122,1.0391113892365458,0.010706572525804162,1.0,0.0018121307071997988,0.004177454606960721,0.3434197814535874,1.0,20370.0,1.1304347826086956,2.0,0.18972332015810275,0.24449288417609244,5.0,0.00196672145125743,0.025527192008879027,0.0,0.0
Weak Disagreement,8.066642880412019e-05,0.0017343997604282347,0.18705035971223025,1.5088684524511691e-05,3.0,0.0,0.00013478501789645516,0.3108630872775741,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,9.307664862013867e-06,0.00029946470683652973,0.125,1.1634581077517334e-06,3.0,0.0,2.378559139349209e-05,0.2974830015551278,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,2.482043963203698e-05,0.0005490186292003045,0.18181818181818185,4.512807205824906e-06,0.0,0.0,4.3166443640041193e-05,0.3294376916330549,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,2.792299458604161e-05,0.0003618531874274733,0.3103448275862069,8.665756940495671e-06,2.0,0.01399825021872266,0.00011188037433235169,0.33552053841468005,1.0,112.0,1.0,2.0,1.0,0.21860540232215325,3.0,0.0003543453075123392,0.002219755826859045,1.0,0.0
Neutral,3.4128104494050846e-05,0.0005365409330821159,0.2558139534883721,8.730445335687427e-06,3.0,0.0,4.933307844576137e-05,0.2860204478686242,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Strong Disagreement,0.0,0.00017468774565464234,0.0,0.0,2.0,0.0,1.233326961144034e-05,0.3114494197492226,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0009307664862013867,0.013613166464943913,0.27497708524289644,0.00025593945541742995,3.0,0.0,0.0011496369173521175,0.3327044091182165,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0009307664862013867,0.013613166464943913,0.27497708524289644,0.00025593945541742995,3.0,0.0,0.0011496369173521175,0.3327044091182165,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Disagreement,0.011997580007135876,0.06047939308486081,0.7978130802558283,0.009571826261108815,1.0,0.0017949015183286426,0.005057521488519928,0.3874828463550521,1.0,29574.0,1.12,2.0,0.2766666666666667,0.2676631726688988,7.0,0.0019698349479570334,0.02774694783573807,1.0,0.0
Strong Disagreement,3.1025549540046227e-06,0.0,1.0,0.0,3.0,0.0,1.7618956587771916e-06,0.24845866515142545,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Disagreement,0.035967919581775594,0.15428671250140374,0.9375657096643752,0.03372228804783861,4.0,0.0014901245591342818,0.013349002458725391,0.3985730201576878,1.0,171065.0,0.953846153846154,2.0,0.26153846153846155,0.2833448834271889,10.0,0.004321542647872177,0.07214206437291898,1.0,0.0
Strong Agreement,0.020414811597350417,0.08357560859962816,0.9823828008360704,0.020055159795545795,3.0,0.0004121615208859437,0.007072249174331647,0.3394989781677168,1.0,13280.0,-0.375,-1.0,0.25,0.1422432412370175,4.0,0.0026954724867622602,0.00887902330743618,1.0,0.0
Neutral,3.4128104494050846e-05,0.00979499145277816,0.014012738853503185,4.78228215840203e-07,0.0,0.0,0.0007003535243639338,0.33195179625941096,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Strong Disagreement,0.009158742224221646,0.035261969230001376,1.0445859872611465,0.009567093788358915,1.0,0.0010814203979301468,0.00360131472654058,0.3437617549202516,1.0,9034.0,0.5555555555555556,0.0,0.4444444444444444,0.23411652834899035,5.0,0.0007564126764027082,0.009988901220865706,1.0,0.0
Weak Disagreement,0.01765664024324031,0.06583232471956378,1.078658074298711,0.019045477563358715,4.0,0.002532696581765617,0.006870512121401659,0.3929620792633217,1.0,77015.0,0.6111111111111112,2.0,0.3857142857142857,0.27304541744027644,9.0,0.00239045020682445,0.039955604883462816,1.0,0.0
Strong Agreement,0.00044366535842266106,0.006588223550403654,0.2708333333333333,0.00012015936790613736,3.0,0.0,0.0005655685064674785,0.32797282098185,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Weak Agreement,0.00013030730806819416,0.002183596820683029,0.24,3.1273753936366595e-05,0.0,0.0,0.0001894037833185481,0.3329695828457777,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,4.343576935606472e-05,0.00138502426911895,0.12612612612612611,5.478385324188343e-06,3.0,0.0,0.00011628511347929463,0.2936782297639432,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Disagreement,0.0002357941765043513,0.0034687995208564693,0.2733812949640288,6.446171731773634e-05,0.0,0.0,0.0002977603663333454,0.3320973823369189,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Agreement,0.0002357941765043513,0.0034687995208564693,0.2733812949640288,6.446171731773634e-05,0.0,0.0,0.0002977603663333454,0.3320973823369189,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Disagreement,0.0005925879962148829,0.007062376002894825,0.3374558303886926,0.0001999722743410648,2.0,0.0016285877985417275,0.0010897324649536931,0.3724827769648694,1.0,1245.0,0.42857142857142855,-999.0,0.3333333333333333,0.24636966137493194,4.0,0.0007928353013761639,0.00776914539400666,1.0,0.0
Strong Disagreement,0.0006391263205249522,0.00563991864542131,0.4557522123893805,0.0002912832345755313,3.0,0.0,0.0005558780803442039,0.32691476918101403,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.01828025378899524,0.05258101144204734,1.3981964878974846,0.025559386645647827,0.0,4.883307141836695e-05,0.007333890679660059,0.3367779522479996,1.0,1692.0,0.0,2.0,0.0,0.13464825505350014,2.0,0.0022065423238086853,0.00443951165371809,0.0,0.0
Neutral,0.011696632176597428,0.052294024431329016,0.8995466475781436,0.01052166626241286,4.0,0.0034127502971461852,0.004556262173597818,0.3870517083770658,1.0,45636.0,1.12,2.0,0.4566666666666666,0.26746039753808903,10.0,0.001753992951009308,0.02774694783573807,1.0,0.0
Neutral,0.0013992522842560847,0.013251313277516441,0.4246704331450094,0.0005942210736341753,3.0,0.0,0.0010588992909250925,0.3284694834637124,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,0.0021128399236771483,0.01212832062687945,0.7006172839506173,0.0014802921687491132,0.0,0.0004530944289980434,0.0013170170049359507,0.3350922395706913,1.0,506.0,-1.0,0.0,0.0,0.16269480403238593,2.0,0.0008103609657366363,0.002219755826859045,1.0,1.0
Neutral,0.0018460201976327503,0.01155434660544277,0.6425485961123111,0.0011861576863838948,3.0,0.0,0.000915304794734751,0.3308749028253858,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.05193676993003738,0.01492332455735373,13.996655518394649,0.7269410774488511,3.0,5.772805877463589e-05,0.015932822442322143,0.3484931431285501,1.0,9441.0,0.9333333333333332,2.0,0.21904761904761905,0.2364686702948945,5.0,0.0015051612218406796,0.016648168701442843,1.0,0.0
Neutral,0.0007228953042830771,0.008035636300113547,0.3618012422360248,0.00026154441909620647,0.0,0.0,0.0007188534287810943,0.33134441497962525,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Neutral,0.009760637885298544,0.005727262518248631,6.8540305010893245,0.06689970977592423,3.0,0.00010907645687125937,0.003210173890292043,0.33581843627047875,1.0,724.0,1.5,2.0,0.16666666666666666,0.20755304218123308,3.0,0.0006759981441106566,0.00443951165371809,1.0,0.0
Neutral,0.004228782402308301,0.008497311056486531,2.0014684287812043,0.0084637744704056,2.0,0.0006188647033717456,0.0015020160491075554,0.33486140859273195,1.0,899.0,-0.5,0.0,0.0,0.20561894277826293,2.0,0.0005109958587380078,0.00443951165371809,1.0,0.0
Neutral,0.0029660425360284195,0.006301236539685313,1.8930693069306928,0.005614924088006275,3.0,0.0004747805219132792,0.001122327534641071,0.3275623343938902,1.0,385.0,1.0,2.0,0.0,0.2013963061895479,2.0,0.0003778999182574917,0.002219755826859045,1.0,0.0
Weak Agreement,0.012062733661169974,0.010718340965524126,4.526193247962747,0.05459826364916048,3.0,4.120576869773564e-06,0.004117550154562297,0.3337282949819161,1.0,45.0,2.0,2.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,1.0,0.0
Neutral,0.0064409040845135965,0.02332081404489475,1.1107544141252006,0.0071542626428305126,1.0,0.0016307951932827752,0.001900204467991201,0.3316897913379314,1.0,3792.0,1.0,2.0,0.07142857142857142,0.21739391918120526,3.0,0.0007264429107290111,0.00887902330743618,1.0,0.0
Weak Disagreement,0.0005553573367668278,0.0039928627578203965,0.559375,0.00031065301025394416,3.0,0.0,0.0004413548625236865,0.3328896056016221,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.014684392597303881,0.0672423043809191,0.8782705511226573,0.012896869579335548,3.0,0.0,0.005175568497658,0.3330714898575504,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.0010579712393155765,0.016333304218709058,0.2605042016806723,0.0002756059530990157,3.0,0.0,0.001324945535400448,0.3334637732412937,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,2.482043963203698e-05,0.0017343997604282347,0.05755395683453238,1.4285145111963731e-06,0.0,0.0,0.0001259755396025692,0.3252843489110825,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.0010579712393155765,0.0073493630136131655,0.5789473684210527,0.0006125096648669126,0.0,0.0,0.0008404242292367204,0.3291892810716093,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.00018615329724027736,0.003830652708283943,0.1954397394136808,3.638175190363727e-05,3.0,0.0,0.0003259506968737804,0.3311687595089864,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.0020663015993670785,0.03400172192206431,0.24440366972477065,0.0005050116936434768,0.0,0.00019093409733770045,0.0024860347745346172,0.3349952221493369,1.0,760.0,1.0,2.0,0.0,0.13322555650953866,2.0,0.0010127958692987638,0.002219755826859045,0.0,1.0
Weak Agreement,0.06280191737896157,0.2352544826123305,1.073618330327782,0.06742528967778404,4.0,0.0011343704365601175,0.02261745457172281,0.4118682700885004,1.0,373848.0,0.9380530973451328,2.0,0.2035398230088496,0.3025258995289439,12.0,0.007615957554751331,0.12541620421753608,1.0,0.0
Neutral,0.0023331213254114765,0.01147948042873364,0.8173913043478261,0.001907073083379816,1.0,0.0023249145505012275,0.001163732082622335,0.34130474560411433,1.0,2027.0,0.8571428571428571,2.0,0.19047619047619047,0.2264578093330837,3.0,0.0007170461091640673,0.00776914539400666,1.0,0.0
Neutral,0.0007818438484091647,0.0015597120147735925,2.016,0.0015761971983928767,2.0,0.0018433179723502304,0.00024666539222880686,0.3673134229658573,1.0,72.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Neutral,0.0010052278050974976,0.022522241493330673,0.17950138504155125,0.0001804397832972794,3.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.0010238431348215254,0.004267372072420548,0.9649122807017544,0.0009879188143014721,2.0,0.0,0.0005541161846854269,0.3305404608303395,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Disagreement,0.00015512774770023112,0.0038181750121657533,0.16339869281045752,2.5347671192848225e-05,0.0,0.0,0.0002774985662574076,0.3259022568412224,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.0005150241223647674,0.004292327464656926,0.4825581395348838,0.00024852908230392853,0.0,0.0,0.00045192623647634963,0.33309758729977823,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0
Neutral,3.723065944805547e-05,0.0017843105449009895,0.08391608391608392,3.124251142494165e-06,0.0,0.0,0.0001453563918491183,0.3310785390557655,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.008829871399097156,0.04991078447275495,0.7115,0.006282453500457626,3.0,0.0003405354460661091,0.0039219797364380285,0.3401125992346908,1.0,3374.0,1.0909090909090908,2.0,0.2181818181818181,0.2271864380632416,4.0,0.0009804876910867342,0.01220865704772475,1.0,0.0
Weak Disagreement,3.4128104494050846e-05,0.00031194240295471853,0.44,1.5016365977382377e-05,3.0,0.0,3.699980883432102e-05,0.2785161759334223,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,3.4128104494050846e-05,0.00031194240295471853,0.44,1.5016365977382377e-05,3.0,0.0,3.699980883432102e-05,0.2785161759334223,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.003099452399050618,0.05153288496811949,0.24188861985472154,0.0007497222631117598,0.0,0.0,0.004107859728439022,0.3341698360258253,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Neutral,0.004535935342754758,0.01444917210486256,1.2625215889464594,0.00572671629629314,2.0,0.0010245849346460268,0.0019107758419438644,0.3798994854236937,1.0,2409.0,0.42857142857142855,-999.0,0.2857142857142857,0.2573234145410186,4.0,0.0007754548354607987,0.00776914539400666,1.0,0.0
Neutral,0.0006236135457549293,0.011903722096752056,0.21069182389937108,0.0001313902753634599,2.0,0.0005711449328614619,0.0010976609954181905,0.37344171624751343,1.0,443.0,0.0,-999.0,1.0,0.2465417072278474,3.0,0.000388509481633394,0.002219755826859045,1.0,0.0
